PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
1630173,"Achiuwa, Precious",Precious Achiuwa,1,2020,2023,precious_achiuwa,precious_achiuwa,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
203500,"Adams, Steven",Steven Adams,1,2013,2023,steven_adams,steven_adams,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
1628389,"Adebayo, Bam",Bam Adebayo,1,2017,2023,bam_adebayo,bam_adebayo,1610612748,Miami,Heat,MIA,heat,heat,Y,00
1630534,"Agbaji, Ochai",Ochai Agbaji,1,2022,2023,ochai_agbaji,ochai_agbaji,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
1630583,"Aldama, Santi",Santi Aldama,1,2021,2023,santi_aldama,santi_aldama,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
1629638,"Alexander-Walker, Nickeil",Nickeil Alexander-Walker,1,2019,2023,nickeil_alexander-walker,nickeil_alexander-walker,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
1628960,"Allen, Grayson",Grayson Allen,1,2018,2023,grayson_allen,grayson_allen,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
1628386,"Allen, Jarrett",Jarrett Allen,1,2017,2023,jarrett_allen,jarrett_allen,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
1630631,"Alvarado, Jose",Jose Alvarado,1,2021,2023,jose_alvarado,jose_alvarado,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
203937,"Anderson, Kyle",Kyle Anderson,1,2014,2023,kyle_anderson,kyle_anderson,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
203507,"Antetokounmpo, Giannis",Giannis Antetokounmpo,1,2013,2023,giannis_antetokounmpo,giannis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
203648,"Antetokounmpo, Thanasis",Thanasis Antetokounmpo,1,2015,2023,thanasis_antetokounmpo,thanasis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
1630175,"Anthony, Cole",Cole Anthony,1,2020,2023,cole_anthony,cole_anthony,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
1628384,"Anunoby, OG",OG Anunoby,1,2017,2023,og_anunoby,og_anunoby,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
1627853,"Arcidiacono, Ryan",Ryan Arcidiacono,1,2017,2023,ryan_arcidiacono,ryan_arcidiacono,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
1630166,"Avdija, Deni",Deni Avdija,1,2020,2023,deni_avdija,deni_avdija,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
1629028,"Ayton, Deandre",Deandre Ayton,1,2018,2023,deandre_ayton,deandre_ayton,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
1628962,"Azubuike, Udoka",Udoka Azubuike,1,2020,2023,udoka_azubuike,udoka_azubuike,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
1628963,"Bagley III, Marvin",Marvin Bagley III,1,2018,2023,marvin_bagley_iii,marvin_bagley_iii,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1641735,"Bailey, Amari",Amari Bailey,1,2023,2023,amari_bailey,amari_bailey,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
1631116,"Baldwin Jr., Patrick",Patrick Baldwin Jr.,1,2022,2023,patrick_baldwin_jr,patrick_baldwin_jr,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01
1630163,"Ball, LaMelo",LaMelo Ball,1,2020,2023,lamelo_ball,lamelo_ball,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
1628366,"Ball, Lonzo",Lonzo Ball,1,2017,2023,lonzo_ball,lonzo_ball,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
1628964,"Bamba, Mo",Mo Bamba,1,2018,2023,mohamed_bamba,mo_bamba,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
1631094,"Banchero, Paolo",Paolo Banchero,1,2022,2023,paolo_banchero,paolo_banchero,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
1630217,"Bane, Desmond",Desmond Bane,1,2020,2023,desmond_bane,desmond_bane,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
1630625,"Banton, Dalano",Dalano Banton,1,2021,2023,dalano_banton,dalano_banton,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01
1631230,"Barlow, Dominick",Dominick Barlow,1,2022,2023,dominick_barlow,dominick_barlow,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
203084,"Barnes, Harrison",Harrison Barnes,1,2012,2023,harrison_barnes,harrison_barnes,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1630567,"Barnes, Scottie",Scottie Barnes,1,2021,2023,scottie_barnes,scottie_barnes,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
1629628,"Barrett, RJ",RJ Barrett,1,2019,2023,rj_barrett,rj_barrett,1610612752,New York,Knicks,NYK,knicks,knicks,Y,00
1629646,"Bassey, Charles",Charles Bassey,1,2021,2023,charles_bassey,charles_bassey,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1641734,"Bates, Emoni",Emoni Bates,1,2023,2023,emoni_bates,emoni_bates,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
1628966,"Bates-Diop, Keita",Keita Bates-Diop,1,2018,2023,keita_bates-diop,keita_bates-diop,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
201587,"Batum, Nicolas",Nicolas Batum,1,2008,2023,nicolas_batum,nicolas_batum,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
203078,"Beal, Bradley",Bradley Beal,1,2012,2023,bradley_beal,bradley_beal,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1627736,"Beasley, Malik",Malik Beasley,1,2016,2023,malik_beasley,malik_beasley,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
1630699,"Beauchamp, MarJon",MarJon Beauchamp,1,2022,2023,marjon_beauchamp,marjon_beauchamp,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
1641777,"Bediako, Charles",Charles Bediako,1,2023,2023,tmp_charles_bediako,charles_bediako,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00
202722,"Bertans, Davis",Davis Bertans,1,2016,2023,davis_bertans,davis_bertans,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
201976,"Beverley, Patrick",Patrick Beverley,1,2012,2023,patrick_beverley,patrick_beverley,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
1630180,"Bey, Saddiq",Saddiq Bey,1,2020,2023,saddiq_bey,saddiq_bey,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
1629048,"Bitadze, Goga",Goga Bitadze,1,2019,2023,goga_bitadze,goga_bitadze,1610612753,Orlando,Magic,ORL,magic,magic,Y,01
1641931,"Bitim, Onuralp",Onuralp Bitim,1,2023,2023,onuralp_bitim,onuralp_bitim,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
202687,"Biyombo, Bismack",Bismack Biyombo,1,2011,2023,bismack_biyombo,bismack_biyombo,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
1641710,"Black, Anthony",Anthony Black,1,2023,2023,anthony_black,anthony_black,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
1641778,"Black, Leaky",Leaky Black,1,2023,2023,leaky_black,leaky_black,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
203992,"Bogdanovic, Bogdan",Bogdan Bogdanovic,1,2017,2023,bogdan_bogdanovic,bogdan_bogdanovic,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
202711,"Bogdanovic, Bojan",Bojan Bogdanovic,1,2014,2023,bojan_bogdanovic,bojan_bogdanovic,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1629626,"Bol, Bol",Bol Bol,1,2019,2023,bol_bol,bol_bol,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
1629716,"Bolden, Marques",Marques Bolden,1,2019,2023,marques_bolden,marques_bolden,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
1626164,"Booker, Devin",Devin Booker,1,2015,2023,devin_booker,devin_booker,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1630527,"Boston Jr., Brandon",Brandon Boston Jr.,1,2021,2023,brandon_boston_jr,brandon_boston_jr,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
1628449,"Boucher, Chris",Chris Boucher,1,2017,2023,chris_boucher,chris_boucher,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01
1630547,"Bouknight, James",James Bouknight,1,2021,2023,james_bouknight,james_bouknight,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01
1631103,"Branham, Malaki",Malaki Branham,1,2022,2023,malaki_branham,malaki_branham,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,00
1631128,"Braun, Christian",Christian Braun,1,2022,2023,christian_braun,christian_braun,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
1628969,"Bridges, Mikal",Mikal Bridges,1,2018,2023,mikal_bridges,mikal_bridges,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
1628970,"Bridges, Miles",Miles Bridges,1,2018,2023,miles_bridges,miles_bridges,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
1629052,"Brissett, Oshae",Oshae Brissett,1,2019,2023,oshae_brissett,oshae_brissett,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01
1627763,"Brogdon, Malcolm",Malcolm Brogdon,1,2016,2023,malcolm_brogdon,malcolm_brogdon,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
1629717,"Brooks, Armoni",Armoni Brooks,1,2020,2023,sl_armoni_brooks,armoni_brooks,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
1628415,"Brooks, Dillon",Dillon Brooks,1,2017,2023,dillon_brooks,dillon_brooks,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00
1628971,"Brown, Bruce",Bruce Brown,1,2018,2023,bruce_brown,bruce_brown,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01
1627759,"Brown, Jaylen",Jaylen Brown,1,2016,2023,jaylen_brown,jaylen_brown,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,00
1631112,"Brown, Kendall",Kendall Brown,1,2022,2023,kendall_brown,kendall_brown,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01
1641738,"Brown, Kobe",Kobe Brown,1,2023,2023,kobe_brown,kobe_brown,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
1629650,"Brown, Moses",Moses Brown,1,2019,2023,moses_brown,moses_brown,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,01
1630535,"Brown III, Greg",Greg Brown III,1,2021,2023,greg_brown_iii,greg_brown_iii,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
1629718,"Brown Jr., Charlie",Charlie Brown Jr.,1,2019,2023,charles_brown,charlie_brown_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
1628972,"Brown Jr., Troy",Troy Brown Jr.,1,2018,2023,troy_brown_jr,troy_brown_jr,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
1628973,"Brunson, Jalen",Jalen Brunson,1,2018,2023,jalen_brunson,jalen_brunson,1610612752,New York,Knicks,NYK,knicks,knicks,Y,00
1628418,"Bryant, Thomas",Thomas Bryant,1,2017,2023,thomas_bryant,thomas_bryant,1610612748,Miami,Heat,MIA,heat,heat,Y,01
1641723,"Bufkin, Kobe",Kobe Bufkin,1,2023,2023,kobe_bufkin,kobe_bufkin,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
203493,"Bullock Jr., Reggie",Reggie Bullock Jr.,1,2013,2023,reggie_bullock,reggie_bullock_jr,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01
202692,"Burks, Alec",Alec Burks,1,2011,2023,alec_burks,alec_burks,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
1630215,"Butler, Jared",Jared Butler,1,2021,2023,jared_butler,jared_butler,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01
202710,"Butler, Jimmy",Jimmy Butler,1,2011,2023,jimmy_butler,jimmy_butler,1610612748,Miami,Heat,MIA,heat,heat,Y,00
1631219,"Butler Jr., John",John Butler Jr.,1,2022,2023,john_butler_jr,john_butler_jr,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01
1631288,"Cain, Jamal",Jamal Cain,1,2022,2023,jamal_cain,jamal_cain,1610612748,Miami,Heat,MIA,heat,heat,Y,01
203484,"Caldwell-Pope, Kentavious",Kentavious Caldwell-Pope,1,2013,2023,kentavious_caldwell-pope,kentavious_caldwell-pope,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
1641739,"Camara, Toumani",Toumani Camara,1,2023,2023,toumani_camara,toumani_camara,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,00
1628427,"Cancar, Vlatko",Vlatko Cancar,1,2019,2023,vlatko_cancar,vlatko_cancar,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01
203991,"Capela, Clint",Clint Capela,1,2014,2023,clint_capela,clint_capela,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01
1628975,"Carter, Jevon",Jevon Carter,1,2018,2023,jevon_carter,jevon_carter,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01
1628976,"Carter Jr., Wendell",Wendell Carter Jr.,1,2018,2023,wendell_carter_jr,wendell_carter_jr,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
1627936,"Caruso, Alex",Alex Caruso,1,2017,2023,alex_caruso,alex_caruso,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01
1630658,"Castleton, Colin",Colin Castleton,1,2023,2023,colin_castleton,colin_castleton,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
1630608,"Cazalon, Malcolm",Malcolm Cazalon,1,2023,2023,malcolm_cazalon,malcolm_cazalon,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1630577,"Champagnie, Julian",Julian Champagnie,1,2022,2023,julian_champagnie,julian_champagnie,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1631108,"Christie, Max",Max Christie,1,2022,2023,max_christie,max_christie,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
1630528,"Christopher, Josh",Josh Christopher,1,2021,2023,josh_christopher,josh_christopher,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
1631321,"Cissoko, Sidy",Sidy Cissoko,1,2023,2023,sidy_cissoko,sidy_cissoko,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1641740,"Clark, Jaylen",Jaylen Clark,1,2023,2023,jaylen_clark,jaylen_clark,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,N,00
1629634,"Clarke, Brandon",Brandon Clarke,1,2019,2023,brandon_clarke,brandon_clarke,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
203903,"Clarkson, Jordan",Jordan Clarkson,1,2014,2023,jordan_clarkson,jordan_clarkson,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
1629651,"Claxton, Nic",Nic Claxton,1,2019,2023,nicolas_claxton,nic_claxton,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
1641730,"Clowney, Noah",Noah Clowney,1,2023,2023,noah_clowney,noah_clowney,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,00
1629599,"Coffey, Amir",Amir Coffey,1,2019,2023,amir_coffey,amir_coffey,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
1628381,"Collins, John",John Collins,1,2017,2023,john_collins,john_collins,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
1628380,"Collins, Zach",Zach Collins,1,2017,2023,zach_collins,zach_collins,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
201144,"Conley, Mike",Mike Conley,1,2007,2023,mike_conley,mike_conley,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,00
1626192,"Connaughton, Pat",Pat Connaughton,1,2015,2023,pat_connaughton,pat_connaughton,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
1641731,"Coulibaly, Bilal",Bilal Coulibaly,1,2023,2023,tmp_bilal_coulibaly,bilal_coulibaly,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
1641741,"Council IV, Ricky",Ricky Council IV,1,2023,2023,ricky_council_iv,ricky_council_iv,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
203496,"Covington, Robert",Robert Covington,1,2013,2023,robert_covington,robert_covington,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
1628470,"Craig, Torrey",Torrey Craig,1,2017,2023,torrey_craig,torrey_craig,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,01
203109,"Crowder, Jae",Jae Crowder,1,2012,2023,jae_crowder,jae_crowder,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
1630595,"Cunningham, Cade",Cade Cunningham,1,2021,2023,cade_cunningham,cade_cunningham,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
203552,"Curry, Seth",Seth Curry,1,2013,2023,seth_curry,seth_curry,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
201939,"Curry, Stephen",Stephen Curry,1,2009,2023,stephen_curry,stephen_curry,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00
1630700,"Daniels, Dyson",Dyson Daniels,1,2022,2023,dyson_daniels,dyson_daniels,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
203076,"Davis, Anthony",Anthony Davis,1,2012,2023,anthony_davis,anthony_davis,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
1631098,"Davis, Johnny",Johnny Davis,1,2022,2023,tmp_johnny_davis,johnny_davis,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,01
1631120,"Davison, JD",JD Davison,1,2022,2023,jd_davison,jd_davison,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01
201942,"DeRozan, DeMar",DeMar DeRozan,1,2009,2023,demar_derozan,demar_derozan,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
1641926,"Dennis, Dexter",Dexter Dennis,1,2023,2023,dexter_dennis,dexter_dennis,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
1628978,"DiVincenzo, Donte",Donte DiVincenzo,1,2018,2023,donte_divincenzo,donte_divincenzo,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
1631217,"Diabate, Moussa",Moussa Diabate,1,2022,2023,tmp_moussa_diabate,moussa_diabate,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
1641711,"Dick, Gradey",Gradey Dick,1,2023,2023,gradey_dick,gradey_dick,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
1631172,"Dieng, Ousmane",Ousmane Dieng,1,2022,2023,ousmane_dieng,ousmane_dieng,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
203915,"Dinwiddie, Spencer",Spencer Dinwiddie,1,2014,2023,spencer_dinwiddie,spencer_dinwiddie,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
1629029,"Doncic, Luka",Luka Doncic,1,2018,2023,luka_don,luka_doncic,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
1629652,"Dort, Luguentz",Luguentz Dort,1,2019,2023,luguentz_dort,luguentz_dort,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
1630245,"Dosunmu, Ayo",Ayo Dosunmu,1,2021,2023,ayo_dosunmu,ayo_dosunmu,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
203083,"Drummond, Andre",Andre Drummond,1,2012,2023,andre_drummond,andre_drummond,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
1630537,"Duarte, Chris",Chris Duarte,1,2021,2023,chris_duarte,chris_duarte,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1627739,"Dunn, Kris",Kris Dunn,1,2016,2023,kris_dunn,kris_dunn,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
201142,"Durant, Kevin",Kevin Durant,1,2007,2023,kevin_durant,kevin_durant,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1631105,"Duren, Jalen",Jalen Duren,1,2022,2023,jalen_duren,jalen_duren,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1631106,"Eason, Tari",Tari Eason,1,2022,2023,tari_eason,tari_eason,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00
